Nom,Image,Lien,"Peut être obtenu sur"
"Les Rattrapantes",https://static.ankama.com/wakfu/portal/game/item/42/13831993.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31994-rattrapantes,Oui
"Chausses Bwork",https://static.ankama.com/wakfu/portal/game/item/42/11932001.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32003-chausses-bwork,Oui
"Plastron de Zulnara",https://static.ankama.com/wakfu/portal/game/item/42/13632025.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32026-plastron-zulnara,Oui
"Epaulettes de la commandante",https://static.ankama.com/wakfu/portal/game/item/42/13832031.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32032-epaulettes-commandante,Oui
"Cape du Clan de Bworkana",https://static.ankama.com/wakfu/portal/game/item/42/13232033.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32034-cape-clan-bworkana,Non
"Bottes de Riebeck",https://static.ankama.com/wakfu/portal/game/item/42/11932091.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32091-bottes-riebeck,Oui
Ombre,https://static.ankama.com/wakfu/portal/game/item/42/13232097.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32097-ombre,Oui
"Ceinture d'Akro",https://static.ankama.com/wakfu/portal/game/item/42/13332098.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32098-ceinture-akro,Oui
"Bottes électroniques",https://static.ankama.com/wakfu/portal/game/item/42/11932105.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32106-bottes-electroniques,Non
"Binocle de Richard",https://static.ankama.com/wakfu/portal/game/item/42/13432107.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32107-binocle-richard,Oui
"Amulette d'une origine",https://static.ankama.com/wakfu/portal/game/item/42/12032186.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32187-amulette-origine,Oui
"Epaulettes Ajustables",https://static.ankama.com/wakfu/portal/game/item/42/13832188.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32190-epaulettes-ajustables,Oui
"Casque cubique",https://static.ankama.com/wakfu/portal/game/item/42/13432204.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32205-casque-cubique,Oui
"Ceinturon Directionnel",https://static.ankama.com/wakfu/portal/game/item/42/13332208.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32210-ceinturon-directionnel,Oui
"Péhès Spalières",https://static.ankama.com/wakfu/portal/game/item/42/13832211.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32213-pehes-spalieres,Oui
Voilulette,https://static.ankama.com/wakfu/portal/game/item/42/12031838.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31840-voilulette,Oui
Cornofulgur,https://static.ankama.com/wakfu/portal/game/item/42/13431857.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31859-cornofulgur,Oui
"Le Survolté",https://static.ankama.com/wakfu/portal/game/item/42/10331867.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31867-survolte,Non
"Ceinture Combustible",https://static.ankama.com/wakfu/portal/game/item/42/13331873.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31874-ceinture-combustible,Oui
"Bec pétrifié",https://static.ankama.com/wakfu/portal/game/item/42/13431875.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31877-bec-petrifie,Oui
"Armure d'Happelourde",https://static.ankama.com/wakfu/portal/game/item/42/13631884.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31886-armure-happelourde,Non
"Bague pétrifiée",https://static.ankama.com/wakfu/portal/game/item/42/10331887.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31889-bague-petrifiee,Oui
"Casque de Sdisse",https://static.ankama.com/wakfu/portal/game/item/42/13431897.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31898-casque-sdisse,Oui
"Manteau Primaire",https://static.ankama.com/wakfu/portal/game/item/42/13231911.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31912-manteau-primaire,Non
"Spalières d'Imagori",https://static.ankama.com/wakfu/portal/game/item/42/13831913.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31914-spalieres-imagori,Oui
"Bottes nuiteuses",https://static.ankama.com/wakfu/portal/game/item/42/11931921.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31923-bottes-nuiteuses,Oui
"Bottes de l'eau de l'a",https://static.ankama.com/wakfu/portal/game/item/42/11931943.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31944-bottes-eau,Oui
"Torse funeste",https://static.ankama.com/wakfu/portal/game/item/42/13631945.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31946-torse-funeste,Oui
"L'un seul",https://static.ankama.com/wakfu/portal/game/item/42/10331947.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31948-seul,Oui
Kapzuri,https://static.ankama.com/wakfu/portal/game/item/42/13231949.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31949-kapzuri,Oui
Kapzuri,https://static.ankama.com/wakfu/portal/game/item/42/13231949.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31950-kapzuri,Oui
"Le Cadran",https://static.ankama.com/wakfu/portal/game/item/42/13431977.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31978-cadran,Non
"Le Cadran",https://static.ankama.com/wakfu/portal/game/item/42/13431977.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31979-cadran,Non
"Le Pendule",https://static.ankama.com/wakfu/portal/game/item/42/12031980.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31981-pendule,Oui
"Le Pendule",https://static.ankama.com/wakfu/portal/game/item/42/12031980.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31982-pendule,Oui
"Tunique sommaire",https://static.ankama.com/wakfu/portal/game/item/42/13632004.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32006-tunique-sommaire,Oui
"Ceinture Hoc",https://static.ankama.com/wakfu/portal/game/item/42/13332010.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32012-ceinture-hoc,Oui
"Cape Hippique",https://static.ankama.com/wakfu/portal/game/item/42/13232015.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32016-cape-hippique,Oui
"Talisman du Clan de Bworkana",https://static.ankama.com/wakfu/portal/game/item/42/12032020.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32022-talisman-clan-bworkana,Non
"Souliers de Zulnara",https://static.ankama.com/wakfu/portal/game/item/42/11932023.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32023-souliers-zulnara,Oui
"Souliers de Zulnara",https://static.ankama.com/wakfu/portal/game/item/42/11932023.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32024-souliers-zulnara,Oui
"Ceinturon de Carminite",https://static.ankama.com/wakfu/portal/game/item/42/13332029.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32029-ceinturon-carminite,Oui
"Plastron de Seraflix",https://static.ankama.com/wakfu/portal/game/item/42/13632069.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32069-plastron-seraflix,Oui
"Plastron de Seraflix",https://static.ankama.com/wakfu/portal/game/item/42/13632069.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32070-plastron-seraflix,Non
"Bottes immaculées",https://static.ankama.com/wakfu/portal/game/item/42/11932073.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32073-bottes-immaculees,Oui
"Amulette du phénix",https://static.ankama.com/wakfu/portal/game/item/42/12032083.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32084-amulette-phenix,Non
"Tyra 'neau",https://static.ankama.com/wakfu/portal/game/item/42/10332087.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32087-tyra-neau,Oui
"Amulette de Nyom",https://static.ankama.com/wakfu/portal/game/item/42/12032101.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32102-amulette-nyom,Non
"Epaulettes de Wyze",https://static.ankama.com/wakfu/portal/game/item/42/13832108.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32108-epaulettes-wyze,Oui
"Anneau de TwinLara",https://static.ankama.com/wakfu/portal/game/item/42/10332111.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32111-anneau-twinlara,Oui
"Anneau de TwinLara",https://static.ankama.com/wakfu/portal/game/item/42/10332111.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32112-anneau-twinlara,Non
"La Gaine Ouilgaine",https://static.ankama.com/wakfu/portal/game/item/42/13332115.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32116-gaine-ouilgaine,Non
"Bottes Aitriss",https://static.ankama.com/wakfu/portal/game/item/42/11932168.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32170-bottes-aitriss,Oui
"Cape d'une origine",https://static.ankama.com/wakfu/portal/game/item/42/13232181.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32183-cape-origine,Oui
"Plastron du maître en chef",https://static.ankama.com/wakfu/portal/game/item/42/13632196.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32197-plastron-maitre-chef,Non
"Plastron cubique",https://static.ankama.com/wakfu/portal/game/item/42/13632198.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32199-plastron-cubique,Oui
"Amulette cubique",https://static.ankama.com/wakfu/portal/game/item/42/12032201.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32203-amulette-cubique,Oui
"Cape cubique",https://static.ankama.com/wakfu/portal/game/item/42/13232206.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32207-cape-cubique,Oui
"Griffes affilées",https://static.ankama.com/wakfu/portal/game/item/42/11931841.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31843-griffes-affilees,Oui
Fulgurotron,https://static.ankama.com/wakfu/portal/game/item/42/13631865.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31866-fulgurotron,Oui
"Le Survolté",https://static.ankama.com/wakfu/portal/game/item/42/10331867.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31868-survolte,Non
"Amulette pétrifiée",https://static.ankama.com/wakfu/portal/game/item/42/12031878.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31880-amulette-petrifiee,Oui
"Epaulettes galvaudées",https://static.ankama.com/wakfu/portal/game/item/42/13831893.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31894-epaulettes-galvaudees,Non
"Les Hâlées",https://static.ankama.com/wakfu/portal/game/item/42/11931903.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31903-halees,Oui
"Gaine d'Imagori",https://static.ankama.com/wakfu/portal/game/item/42/13331909.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31909-gaine-imagori,Oui
"Chapeau nocturne",https://static.ankama.com/wakfu/portal/game/item/42/13431915.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31917-chapeau-nocturne,Oui
"Amulette noctambule",https://static.ankama.com/wakfu/portal/game/item/42/12031918.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31920-amulette-noctambule,Oui
"Les Vengereuses",https://static.ankama.com/wakfu/portal/game/item/42/13831953.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31953-vengereuses,Non
"Les Vengereuses",https://static.ankama.com/wakfu/portal/game/item/42/13831953.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31954-vengereuses,Non
"Le Tourniquet",https://static.ankama.com/wakfu/portal/game/item/42/13331975.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31976-tourniquet,Non
"La Complication",https://static.ankama.com/wakfu/portal/game/item/42/13231991.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31992-complication,Oui
"Epaulettes du Clan de Bworkana",https://static.ankama.com/wakfu/portal/game/item/42/13832013.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32014-epaulettes-clan-bworkana,Non
"Bottes immaculées",https://static.ankama.com/wakfu/portal/game/item/42/11932073.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32074-bottes-immaculees,Non
"Amulette du phénix",https://static.ankama.com/wakfu/portal/game/item/42/12032083.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32083-amulette-phenix,Oui
"Plastron de Kris",https://static.ankama.com/wakfu/portal/game/item/42/13632088.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32088-plastron-kris,Oui
"Bottes de Riebeck",https://static.ankama.com/wakfu/portal/game/item/42/11932091.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32092-bottes-riebeck,Non
"Cape Hylhe",https://static.ankama.com/wakfu/portal/game/item/42/13232103.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32104-cape-hylhe,Non
"Epaulettes de Gabhortom",https://static.ankama.com/wakfu/portal/game/item/42/13832109.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32109-epaulettes-gabhortom,Oui
"Epaulettes de Gabhortom",https://static.ankama.com/wakfu/portal/game/item/42/13832109.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32110-epaulettes-gabhortom,Non
"Coiffe rayonnante",https://static.ankama.com/wakfu/portal/game/item/42/13432113.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32114-coiffe-rayonnante,Non
"Anneau Kteh",https://static.ankama.com/wakfu/portal/game/item/42/10332171.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32173-anneau-kteh,Non
"Epaulettes Ajustables",https://static.ankama.com/wakfu/portal/game/item/42/13832188.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32189-epaulettes-ajustables,Oui
"Plastron cubique",https://static.ankama.com/wakfu/portal/game/item/42/13632198.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32200-plastron-cubique,Oui
"Coiffe de Vampyro",https://static.ankama.com/wakfu/portal/game/item/42/13412882.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32332-coiffe-vampyro,Non
"Ceinturon Classique",https://static.ankama.com/wakfu/portal/game/item/42/13319126.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32334-ceinturon-classique,Non
Coiffétoilée,https://static.ankama.com/wakfu/portal/game/item/42/13412473.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32336-coiffetoilee,Non
"Cape Moogrr Royale",https://static.ankama.com/wakfu/portal/game/item/42/13215544.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32338-cape-moogrr-royale,Non
Fulgurotron,https://static.ankama.com/wakfu/portal/game/item/42/13631865.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31865-fulgurotron,Oui
Epaulectriques,https://static.ankama.com/wakfu/portal/game/item/42/13831869.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31869-epaulectriques,Oui
"Les retours",https://static.ankama.com/wakfu/portal/game/item/42/11931881.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31883-retours,Oui
"Casque de Sdisse",https://static.ankama.com/wakfu/portal/game/item/42/13431897.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31899-casque-sdisse,Oui
"Gaine d'Imagori",https://static.ankama.com/wakfu/portal/game/item/42/13331909.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31910-gaine-imagori,Oui
"Spalières d'Imagori",https://static.ankama.com/wakfu/portal/game/item/42/13831913.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31913-spalieres-imagori,Oui
"Plastron stellaire",https://static.ankama.com/wakfu/portal/game/item/42/13631924.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31926-plastron-stellaire,Oui
Ceintermite,https://static.ankama.com/wakfu/portal/game/item/42/13331935.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31936-ceintermite,Non
"Collier à esprit",https://static.ankama.com/wakfu/portal/game/item/42/12031940.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31942-collier-esprit,Non
"Tour Hyste",https://static.ankama.com/wakfu/portal/game/item/42/13331951.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31952-tour-hyste,Oui
"Casque Cathodique",https://static.ankama.com/wakfu/portal/game/item/42/13431955.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31957-casque-cathodique,Oui
"Le Tourminute",https://static.ankama.com/wakfu/portal/game/item/42/12031958.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31960-tourminute,Oui
"Mekape 3.5",https://static.ankama.com/wakfu/portal/game/item/42/13231970.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31972-mekape-3-5,Non
"Les Trotteuses",https://static.ankama.com/wakfu/portal/game/item/42/11931983.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31984-trotteuses,Oui
"Le Ressort de Barillet",https://static.ankama.com/wakfu/portal/game/item/42/13631985.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31986-ressort-barillet,Non
"Le Remonteur de Temps",https://static.ankama.com/wakfu/portal/game/item/42/10331987.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31988-remonteur-temps,Oui
"Le Résonateur",https://static.ankama.com/wakfu/portal/game/item/42/13331989.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31990-resonateur,Oui
"Casque de Zulnara",https://static.ankama.com/wakfu/portal/game/item/42/13432017.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32019-casque-zulnara,Oui
"Plastron de Zulnara",https://static.ankama.com/wakfu/portal/game/item/42/13632025.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32025-plastron-zulnara,Oui
"Ceinturon de Carminite",https://static.ankama.com/wakfu/portal/game/item/42/13332029.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32030-ceinturon-carminite,Oui
"Cape du Clan de Bworkana",https://static.ankama.com/wakfu/portal/game/item/42/13232033.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32033-cape-clan-bworkana,Non
"Casque de Tso",https://static.ankama.com/wakfu/portal/game/item/42/13432071.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32072-casque-tso,Non
"Cape immaculée",https://static.ankama.com/wakfu/portal/game/item/42/13232075.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32076-cape-immaculee,Non
Kwakwaffe,https://static.ankama.com/wakfu/portal/game/item/42/13432078.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32078-kwakwaffe,Oui
"Casque du phénix",https://static.ankama.com/wakfu/portal/game/item/42/13432085.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32086-casque-phenix,Non
"Plastron boisé",https://static.ankama.com/wakfu/portal/game/item/42/13632095.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32096-plastron-boise,Non
"Survêtement du Haut-Cage",https://static.ankama.com/wakfu/portal/game/item/42/13632117.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32117-survetement-haut-cage,Oui
"Casque Led",https://static.ankama.com/wakfu/portal/game/item/42/13432174.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32175-casque-led,Oui
"Epaulettes à boutons",https://static.ankama.com/wakfu/portal/game/item/42/13832176.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32177-epaulettes-boutons,Non
"Cape d'une origine",https://static.ankama.com/wakfu/portal/game/item/42/13232181.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32182-cape-origine,Oui
"Anneau logique",https://static.ankama.com/wakfu/portal/game/item/42/10332194.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32194-anneau-logique,Oui
Patanneau,https://static.ankama.com/wakfu/portal/game/item/42/10332216.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32217-patanneau,Oui
"Epaulettes d'Angy",https://static.ankama.com/wakfu/portal/game/item/42/13832325.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32325-epaulettes-angy,Oui
"Anneau de Reiem",https://static.ankama.com/wakfu/portal/game/item/42/10332326.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32326-anneau-reiem,Oui
"Anneau Bsession",https://static.ankama.com/wakfu/portal/game/item/42/10331847.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31849-anneau-bsession,Oui
"Collerette Primitive",https://static.ankama.com/wakfu/portal/game/item/42/13231850.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31852-collerette-primitive,Non
"La Gratteuse",https://static.ankama.com/wakfu/portal/game/item/42/13331853.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31854-gratteuse,Non
"Les Influençables",https://static.ankama.com/wakfu/portal/game/item/42/13831855.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31856-influencables,Oui
"La Louadémaille",https://static.ankama.com/wakfu/portal/game/item/42/12031860.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31862-louademaille,Non
"Ceinturon figé",https://static.ankama.com/wakfu/portal/game/item/42/13331895.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31896-ceinturon-fige,Oui
"Buste d'Imagori",https://static.ankama.com/wakfu/portal/game/item/42/13631905.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31906-buste-imagori,Oui
"Anneau vespéral",https://static.ankama.com/wakfu/portal/game/item/42/10331927.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31929-anneau-vesperal,Oui
"La Yigape",https://static.ankama.com/wakfu/portal/game/item/42/13231930.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31932-yigape,Non
"Couronne du roi seuleil",https://static.ankama.com/wakfu/portal/game/item/42/13431937.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31939-couronne-roi-seuleil,Oui
"Bague Gemme",https://static.ankama.com/wakfu/portal/game/item/42/10331967.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31969-bague-gemme,Oui
"Les Rattrapantes",https://static.ankama.com/wakfu/portal/game/item/42/13831993.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31993-rattrapantes,Oui
"Casque du Clan de Bworkana",https://static.ankama.com/wakfu/portal/game/item/42/13431995.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/31997-casque-clan-bworkana,Non
"Amulette osseuse",https://static.ankama.com/wakfu/portal/game/item/42/12031998.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32000-amulette-osseuse,Oui
"Anneau désuet",https://static.ankama.com/wakfu/portal/game/item/42/10332007.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32009-anneau-desuet,Oui
"Casque de Zulnara",https://static.ankama.com/wakfu/portal/game/item/42/13432017.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32018-casque-zulnara,Oui
"Anneau de l'oeil putride",https://static.ankama.com/wakfu/portal/game/item/42/10332027.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32028-anneau-oeil-putride,Oui
"Amulette de Figs",https://static.ankama.com/wakfu/portal/game/item/42/12032077.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32077-amulette-figs,Oui
Capinaut,https://static.ankama.com/wakfu/portal/game/item/42/13232079.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32080-capinaut,Non
"Epaulettes de Lakha",https://static.ankama.com/wakfu/portal/game/item/42/13832081.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armures/32082-epaulettes-lakha,Non
