Nom,Image,Lien,"Peut être obtenu sur"
"Egide de la fin des temps",https://static.ankama.com/wakfu/portal/game/item/42/18929489.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29489-egide-fin-temps,Oui
"Pelle séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11129628.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29629-pelle-seculaire,Oui
"Arc séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11729636.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29637-arc-seculaire,Oui
"Baguette séculaire",https://static.ankama.com/wakfu/portal/game/item/42/10829640.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29641-baguette-seculaire,Oui
"Dague séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11229645.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29645-dague-seculaire,Oui
"Dague Ario",https://static.ankama.com/wakfu/portal/game/item/42/11230252.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30792-dague-ario,Oui
"Epée immuable",https://static.ankama.com/wakfu/portal/game/item/42/11029297.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29298-epee-immuable,Non
"Tatsus Shushu",https://static.ankama.com/wakfu/portal/game/item/42/11029473.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29473-tatsus-shushu,Oui
"Tranchoir Abyssal",https://static.ankama.com/wakfu/portal/game/item/42/10129475.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29476-tranchoir-abyssal,Oui
L'Augaromasse,https://static.ankama.com/wakfu/portal/game/item/42/11329483.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29484-augaromasse,Oui
"Dague Marabouteuse",https://static.ankama.com/wakfu/portal/game/item/42/11229491.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29491-dague-marabouteuse,Oui
"Le Constant",https://static.ankama.com/wakfu/portal/game/item/42/18929299.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29589-constant,Oui
"Epée séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11029622.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29623-epee-seculaire,Oui
"Hache séculaire",https://static.ankama.com/wakfu/portal/game/item/42/10129626.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29627-hache-seculaire,Oui
"Sceptre séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11329630.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29631-sceptre-seculaire,Oui
"Cartes séculaires",https://static.ankama.com/wakfu/portal/game/item/42/25429638.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29639-cartes-seculaires,Oui
"Aiguille séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11529642.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29643-aiguille-seculaire,Oui
"Dague Ario",https://static.ankama.com/wakfu/portal/game/item/42/11230252.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30791-dague-ario,Oui
"Lame de Toross",https://static.ankama.com/wakfu/portal/game/item/42/22331523.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/31523-lame-toross,Oui
"Kraivus Shushu",https://static.ankama.com/wakfu/portal/game/item/42/11529487.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29487-kraivus-shushu,Oui
"Epée séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11029622.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29622-epee-seculaire,Oui
"Grande lame séculaire",https://static.ankama.com/wakfu/portal/game/item/42/22329624.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29624-grande-lame-seculaire,Oui
"Pelle séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11129628.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29628-pelle-seculaire,Oui
"Marteau séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11429632.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29632-marteau-seculaire,Oui
"Grand bâton séculaire",https://static.ankama.com/wakfu/portal/game/item/42/25329634.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29634-grand-baton-seculaire,Oui
"Grand bâton séculaire",https://static.ankama.com/wakfu/portal/game/item/42/25329634.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29635-grand-baton-seculaire,Oui
"Arc séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11729636.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29636-arc-seculaire,Oui
"Baguette séculaire",https://static.ankama.com/wakfu/portal/game/item/42/10829640.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29640-baguette-seculaire,Oui
"Aiguille séculaire",https://static.ankama.com/wakfu/portal/game/item/42/11529642.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29642-aiguille-seculaire,Oui
"Trident de Lava",https://static.ankama.com/wakfu/portal/game/item/42/11330146.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30146-trident-lava,Oui
"Lance d'Izana",https://static.ankama.com/wakfu/portal/game/item/42/11530328.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30330-lance-izana,Oui
"Bouclier Pompon",https://static.ankama.com/wakfu/portal/game/item/42/18917291.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/31459-bouclier-pompon,Non
"Rempart Adox",https://static.ankama.com/wakfu/portal/game/item/42/18931559.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/31559-rempart-adox,Oui
"Tranchoir Abyssal",https://static.ankama.com/wakfu/portal/game/item/42/10129475.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29475-tranchoir-abyssal,Oui
"Lame insondable",https://static.ankama.com/wakfu/portal/game/item/42/22329477.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29477-lame-insondable,Oui
"Vylus Shushu",https://static.ankama.com/wakfu/portal/game/item/42/11129479.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29480-vylus-shushu,Oui
"Sceptre du dernier repos",https://static.ankama.com/wakfu/portal/game/item/42/25329485.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29485-sceptre-dernier-repos,Oui
"Kraivus Shushu",https://static.ankama.com/wakfu/portal/game/item/42/11529487.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29488-kraivus-shushu,Oui
"Egide de la fin des temps",https://static.ankama.com/wakfu/portal/game/item/42/18929489.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29490-egide-fin-temps,Oui
"Le Constant",https://static.ankama.com/wakfu/portal/game/item/42/18929299.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29590-constant,Non
"Grande lame séculaire",https://static.ankama.com/wakfu/portal/game/item/42/22329624.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29625-grande-lame-seculaire,Oui
"Hache séculaire",https://static.ankama.com/wakfu/portal/game/item/42/10129626.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29626-hache-seculaire,Oui
"Cartes séculaires",https://static.ankama.com/wakfu/portal/game/item/42/25429638.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29638-cartes-seculaires,Oui
"Épée des abysses",https://static.ankama.com/wakfu/portal/game/item/42/11030215.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30216-epee-abysses,Oui
"Bouclier du grand solide",https://static.ankama.com/wakfu/portal/game/item/42/18930275.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30275-bouclier-grand-solide,Oui
"Lame de Goudemane",https://static.ankama.com/wakfu/portal/game/item/42/22330343.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30345-lame-goudemane,Non
"Canne Artichot",https://static.ankama.com/wakfu/portal/game/item/42/11031111.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/31458-canne-artichot,Non
"Lame de la fin du jour",https://static.ankama.com/wakfu/portal/game/item/42/22331289.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/31462-lame-fin-jour,Non
"Le Lucidator",https://static.ankama.com/wakfu/portal/game/item/42/11031557.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/31557-lucidator,Oui
"Dague Odac",https://static.ankama.com/wakfu/portal/game/item/42/11231561.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/31561-dague-odac,Oui
"Lance d'Izana",https://static.ankama.com/wakfu/portal/game/item/42/11530328.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30329-lance-izana,Oui
"Dague Ora",https://static.ankama.com/wakfu/portal/game/item/42/11230148.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30148-dague-ora,Oui
"Épée des abysses",https://static.ankama.com/wakfu/portal/game/item/42/11030215.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30215-epee-abysses,Oui
"Epée immuable",https://static.ankama.com/wakfu/portal/game/item/42/11029297.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/29297-epee-immuable,Oui
"Lame de Goudemane",https://static.ankama.com/wakfu/portal/game/item/42/22330343.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30344-lame-goudemane,Non
"Lame de Goudemane",https://static.ankama.com/wakfu/portal/game/item/42/22330343.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30343-lame-goudemane,Non
"Lance d'Izana",https://static.ankama.com/wakfu/portal/game/item/42/11530328.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30328-lance-izana,Oui
"Pelle dimensionnelle",https://static.ankama.com/wakfu/portal/game/item/42/11127796.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27798-pelle-dimensionnelle,Oui
"Aiguille divine",https://static.ankama.com/wakfu/portal/game/item/42/11527799.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27800-aiguille-divine,Oui
"Lame de Goudemane",https://static.ankama.com/wakfu/portal/game/item/42/22330343.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30344-lame-goudemane,Non
"Lame de Goudemane",https://static.ankama.com/wakfu/portal/game/item/42/22330343.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30343-lame-goudemane,Non
"Lance d'Izana",https://static.ankama.com/wakfu/portal/game/item/42/11530328.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/30328-lance-izana,Oui
"Pelle dimensionnelle",https://static.ankama.com/wakfu/portal/game/item/42/11127796.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27798-pelle-dimensionnelle,Oui
"Aiguille divine",https://static.ankama.com/wakfu/portal/game/item/42/11527799.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27800-aiguille-divine,Oui
"Gourdin du soleil",https://static.ankama.com/wakfu/portal/game/item/42/25327627.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27628-gourdin-soleil,Oui
"Cuillère à glace",https://static.ankama.com/wakfu/portal/game/item/42/10827743.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27744-cuillere-glace,Oui
Brindille,https://static.ankama.com/wakfu/portal/game/item/42/11328078.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28079-brindille,Oui
Pilastre,https://static.ankama.com/wakfu/portal/game/item/42/25328177.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28178-pilastre,Oui
"Arc Hadie",https://static.ankama.com/wakfu/portal/game/item/42/11728179.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28180-arc-hadie,Oui
"Pelle du Casse-cours",https://static.ankama.com/wakfu/portal/game/item/42/11128242.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28242-pelle-casse-cours,Oui
"Marteau du Sumorse",https://static.ankama.com/wakfu/portal/game/item/42/11428305.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28305-marteau-sumorse,Oui
"L'Hache édumou",https://static.ankama.com/wakfu/portal/game/item/42/10127683.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27684-hache-edumou,Oui
"Dizia l'épée irréelle",https://static.ankama.com/wakfu/portal/game/item/42/11027801.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27802-dizia-epee-irreelle,Oui
"Racine Heptie",https://static.ankama.com/wakfu/portal/game/item/42/11328194.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28195-racine-heptie,Non
"Bâton de boucle d'or",https://static.ankama.com/wakfu/portal/game/item/42/11328202.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28203-baton-boucle,Non
"Sceptre du sable",https://static.ankama.com/wakfu/portal/game/item/42/11327622.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27624-sceptre-sable,Oui
Désertique,https://static.ankama.com/wakfu/portal/game/item/42/11227625.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27626-desertique,Oui
"Marteau d'Osamodas",https://static.ankama.com/wakfu/portal/game/item/42/11427803.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27803-marteau-osamodas,Oui
"Bouclier du Capitaine Amakna",https://static.ankama.com/wakfu/portal/game/item/42/18927816.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27816-bouclier-capitaine-amakna,Oui
"Dernier soupir",https://static.ankama.com/wakfu/portal/game/item/42/22328073.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28075-dernier-soupir,Oui
"Arc Hadie",https://static.ankama.com/wakfu/portal/game/item/42/11728179.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28179-arc-hadie,Oui
"Pelle du Casse-cours",https://static.ankama.com/wakfu/portal/game/item/42/11128242.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28243-pelle-casse-cours,Oui
Intégrator,https://static.ankama.com/wakfu/portal/game/item/42/11028255.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28256-integrator,Non
"Hache du Sumorse",https://static.ankama.com/wakfu/portal/game/item/42/10128303.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28304-hache-sumorse,Oui
"Flamberge Haire",https://static.ankama.com/wakfu/portal/game/item/42/22328318.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28319-flamberge-haire,Non
"Carapace Thèque",https://static.ankama.com/wakfu/portal/game/item/42/18927629.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27629-carapace-theque,Oui
"Epée décisive",https://static.ankama.com/wakfu/portal/game/item/42/11027680.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27682-epee-decisive,Oui
"Epée du rêve noble",https://static.ankama.com/wakfu/portal/game/item/42/22327685.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27686-epee-reve-noble,Oui
"Dague Rhume",https://static.ankama.com/wakfu/portal/game/item/42/11227687.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27687-dague-rhume,Oui
"L'égide belle époque",https://static.ankama.com/wakfu/portal/game/item/42/18927738.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27740-egide-belle-epoque,Oui
"Cartes rasoir",https://static.ankama.com/wakfu/portal/game/item/42/25427741.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27742-cartes-rasoir,Oui
L'immaculé,https://static.ankama.com/wakfu/portal/game/item/42/11727745.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27745-immacule,Oui
Quidikarus,https://static.ankama.com/wakfu/portal/game/item/42/11328088.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28088-quidikarus,Oui
"Aiguille du Casse-cours",https://static.ankama.com/wakfu/portal/game/item/42/11528240.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28241-aiguille-casse-cours,Oui
"Marteau du Sumorse",https://static.ankama.com/wakfu/portal/game/item/42/11428305.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28306-marteau-sumorse,Oui
"Aiguille divine",https://static.ankama.com/wakfu/portal/game/item/42/11527799.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27799-aiguille-divine,Oui
"L'Hache édumou",https://static.ankama.com/wakfu/portal/game/item/42/10127683.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27683-hache-edumou,Oui
"Cartes rasoir",https://static.ankama.com/wakfu/portal/game/item/42/25427741.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27741-cartes-rasoir,Oui
Désertique,https://static.ankama.com/wakfu/portal/game/item/42/11227625.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27625-desertique,Oui
"Dernier soupir",https://static.ankama.com/wakfu/portal/game/item/42/22328073.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28074-dernier-soupir,Oui
"Bâton de boucle d'or",https://static.ankama.com/wakfu/portal/game/item/42/11328202.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28202-baton-boucle,Oui
Intégrator,https://static.ankama.com/wakfu/portal/game/item/42/11028255.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28255-integrator,Non
"Sceptre du sable",https://static.ankama.com/wakfu/portal/game/item/42/11327622.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27623-sceptre-sable,Oui
"Pelle dimensionnelle",https://static.ankama.com/wakfu/portal/game/item/42/11127796.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27797-pelle-dimensionnelle,Oui
"Racine Heptie",https://static.ankama.com/wakfu/portal/game/item/42/11328194.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28194-racine-heptie,Non
"Epée décisive",https://static.ankama.com/wakfu/portal/game/item/42/11027680.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27681-epee-decisive,Oui
"L'égide belle époque",https://static.ankama.com/wakfu/portal/game/item/42/18927738.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27739-egide-belle-epoque,Oui
"Flamberge Haire",https://static.ankama.com/wakfu/portal/game/item/42/22328318.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28318-flamberge-haire,Non
Brindille,https://static.ankama.com/wakfu/portal/game/item/42/11328078.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28078-brindille,Oui
"Epée du rêve noble",https://static.ankama.com/wakfu/portal/game/item/42/22327685.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27685-epee-reve-noble,Oui
"Dernier soupir",https://static.ankama.com/wakfu/portal/game/item/42/22328073.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28073-dernier-soupir,Oui
Pilastre,https://static.ankama.com/wakfu/portal/game/item/42/25328177.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28177-pilastre,Oui
"Gourdin du soleil",https://static.ankama.com/wakfu/portal/game/item/42/25327627.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27627-gourdin-soleil,Oui
"Cuillère à glace",https://static.ankama.com/wakfu/portal/game/item/42/10827743.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27743-cuillere-glace,Oui
"Aiguille du Casse-cours",https://static.ankama.com/wakfu/portal/game/item/42/11528240.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28240-aiguille-casse-cours,Oui
"Hache du Sumorse",https://static.ankama.com/wakfu/portal/game/item/42/10128303.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/28303-hache-sumorse,Oui
"Dizia l'épée irréelle",https://static.ankama.com/wakfu/portal/game/item/42/11027801.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27801-dizia-epee-irreelle,Oui
"Epée décisive",https://static.ankama.com/wakfu/portal/game/item/42/11027680.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27680-epee-decisive,Oui
"Sceptre du sable",https://static.ankama.com/wakfu/portal/game/item/42/11327622.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27622-sceptre-sable,Oui
"Pelle dimensionnelle",https://static.ankama.com/wakfu/portal/game/item/42/11127796.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27796-pelle-dimensionnelle,Oui
"L'égide belle époque",https://static.ankama.com/wakfu/portal/game/item/42/18927738.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27738-egide-belle-epoque,Oui
"Dague Suture",https://static.ankama.com/wakfu/portal/game/item/42/11221722.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/21749-dague-suture,Oui
"Dague Suture",https://static.ankama.com/wakfu/portal/game/item/42/11221722.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/21750-dague-suture,Oui
"Hippie Pipe",https://static.ankama.com/wakfu/portal/game/item/42/10821807.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/21994-hippie-pipe,Oui
Brouyar,https://static.ankama.com/wakfu/portal/game/item/42/11021809.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/22008-brouyar,Oui
"Bâton de Sadida",https://static.ankama.com/wakfu/portal/game/item/42/11324006.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24006-baton-sadida,Oui
"Arc de Crâ",https://static.ankama.com/wakfu/portal/game/item/42/11724009.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24009-arc-cra,Oui
"Epée de Iop",https://static.ankama.com/wakfu/portal/game/item/42/11024001.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24015-epee-iop,Oui
"Bâton de Sadida",https://static.ankama.com/wakfu/portal/game/item/42/11324006.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24020-baton-sadida,Oui
"Marteau d'Osamodas",https://static.ankama.com/wakfu/portal/game/item/42/11424008.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24022-marteau-osamodas,Oui
"Arc de Crâ",https://static.ankama.com/wakfu/portal/game/item/42/11724009.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24023-arc-cra,Oui
"Le Boclida",https://static.ankama.com/wakfu/portal/game/item/42/18924703.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24704-boclida,Non
Macchabouclier,https://static.ankama.com/wakfu/portal/game/item/42/18924719.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24719-macchabouclier,Oui
"Rod Gerse",https://static.ankama.com/wakfu/portal/game/item/42/25324737.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24737-rod-gerse,Oui
"Bouclier du comte Harebourg",https://static.ankama.com/wakfu/portal/game/item/42/18916146.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24800-bouclier-comte-harebourg,Non
"Epée Naïca",https://static.ankama.com/wakfu/portal/game/item/42/22324731.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/24832-epee-naica,Oui
"Coiffeuse Mortelle",https://static.ankama.com/wakfu/portal/game/item/42/11226287.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/26287-coiffeuse-mortelle,Oui
"Epée de Bonta",https://static.ankama.com/wakfu/portal/game/item/42/11026496.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/26496-epee-bonta,Non
"Epée Eternelle",https://static.ankama.com/wakfu/portal/game/item/42/11026498.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/26593-epee-eternelle,Non
"Le Seum",https://static.ankama.com/wakfu/portal/game/item/42/11211592.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/26728-seum,Non
"La Mire Abel",https://static.ankama.com/wakfu/portal/game/item/42/11727009.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27011-mire-abel,Non
"Echarde Treuse",https://static.ankama.com/wakfu/portal/game/item/42/10827022.w40h40.png,https://www.wakfu.com/fr/mmorpg/encyclopedie/armes/27022-echarde-treuse,Non
